concept_id,concept_code,concept_name,vocabulary_id,pcornet_vocabulary_id,cc_decimal_removal
10153,O64.8,Obstructed labor due to other malposition and malpresentation,ICD10CM,10,FALSE
10153,O648,Obstructed labor due to other malposition and malpresentation,ICD10CM,10,TRUE
10154,O64.9,"Obstructed labor due to malposition and malpresentation, unspecified",ICD10CM,10,FALSE
10154,O649,"Obstructed labor due to malposition and malpresentation, unspecified",ICD10CM,10,TRUE
10155,O69.0,Labor and delivery complicated by prolapse of cord,ICD10CM,10,FALSE
10155,O690,Labor and delivery complicated by prolapse of cord,ICD10CM,10,TRUE
10156,O69.1,"Labor and delivery complicated by cord around neck, with compression",ICD10CM,10,FALSE
10156,O691,"Labor and delivery complicated by cord around neck, with compression",ICD10CM,10,TRUE
10157,O69.2,"Labor and delivery complicated by other cord entanglement, with compression",ICD10CM,10,FALSE
10157,O692,"Labor and delivery complicated by other cord entanglement, with compression",ICD10CM,10,TRUE
10158,O69.3,Labor and delivery complicated by short cord,ICD10CM,10,FALSE
10158,O693,Labor and delivery complicated by short cord,ICD10CM,10,TRUE
10159,O69.4,Labor and delivery complicated by vasa previa,ICD10CM,10,FALSE
10159,O694,Labor and delivery complicated by vasa previa,ICD10CM,10,TRUE
10160,O69.5,Labor and delivery complicated by vascular lesion of cord,ICD10CM,10,FALSE
10160,O695,Labor and delivery complicated by vascular lesion of cord,ICD10CM,10,TRUE
10164,O69.9,"Labor and delivery complicated by cord complication, unspecified",ICD10CM,10,FALSE
10164,O699,"Labor and delivery complicated by cord complication, unspecified",ICD10CM,10,TRUE
1326875,Z36.0,Encounter for antenatal screening for chromosomal anomalies,ICD10CM,10,FALSE
1326875,Z360,Encounter for antenatal screening for chromosomal anomalies,ICD10CM,10,TRUE
1326876,Z36.1,Encounter for antenatal screening for raised alphafetoprotein level,ICD10CM,10,FALSE
1326876,Z361,Encounter for antenatal screening for raised alphafetoprotein level,ICD10CM,10,TRUE
1326877,Z36.2,Encounter for other antenatal screening follow-up,ICD10CM,10,FALSE
1326877,Z362,Encounter for other antenatal screening follow-up,ICD10CM,10,TRUE
1326878,Z36.3,Encounter for antenatal screening for malformations,ICD10CM,10,FALSE
1326878,Z363,Encounter for antenatal screening for malformations,ICD10CM,10,TRUE
1326879,Z36.4,Encounter for antenatal screening for fetal growth retardation,ICD10CM,10,FALSE
1326879,Z364,Encounter for antenatal screening for fetal growth retardation,ICD10CM,10,TRUE
1326880,Z36.5,Encounter for antenatal screening for isoimmunization,ICD10CM,10,FALSE
1326880,Z365,Encounter for antenatal screening for isoimmunization,ICD10CM,10,TRUE
1326881,Z36.8,Encounter for other antenatal screening,ICD10CM,10,FALSE
1326881,Z368,Encounter for other antenatal screening,ICD10CM,10,TRUE
1326892,Z36.9,"Encounter for antenatal screening, unspecified",ICD10CM,10,FALSE
1326892,Z369,"Encounter for antenatal screening, unspecified",ICD10CM,10,TRUE
1571602,O00,Ectopic pregnancy,ICD10CM,10,FALSE
1571604,O02,Other abnormal products of conception,ICD10CM,10,FALSE
1571605,O03,Spontaneous abortion,ICD10CM,10,FALSE
1571606,O03.3,Other and unspecified complications following incomplete spontaneous abortion,ICD10CM,10,FALSE
1571606,O033,Other and unspecified complications following incomplete spontaneous abortion,ICD10CM,10,TRUE
1571607,O03.8,Other and unspecified complications following complete or unspecified spontaneous abortion,ICD10CM,10,FALSE
1571607,O038,Other and unspecified complications following complete or unspecified spontaneous abortion,ICD10CM,10,TRUE
1571608,O04,Complications following (induced) termination of pregnancy,ICD10CM,10,FALSE
1571609,O04.8,(Induced) termination of pregnancy with other and unspecified complications,ICD10CM,10,FALSE
1571609,O048,(Induced) termination of pregnancy with other and unspecified complications,ICD10CM,10,TRUE
1571610,O07,Failed attempted termination of pregnancy,ICD10CM,10,FALSE
1571649,O12.0,Gestational edema,ICD10CM,10,FALSE
1571649,O120,Gestational edema,ICD10CM,10,TRUE
1571659,O16,Unspecified maternal hypertension,ICD10CM,10,FALSE
1571661,O21,Excessive vomiting in pregnancy,ICD10CM,10,FALSE
1571672,O23,Infections of genitourinary tract in pregnancy,ICD10CM,10,FALSE
1571673,O23.0,Infections of kidney in pregnancy,ICD10CM,10,FALSE
1571673,O230,Infections of kidney in pregnancy,ICD10CM,10,TRUE
1571674,O23.1,Infections of bladder in pregnancy,ICD10CM,10,FALSE
1571674,O231,Infections of bladder in pregnancy,ICD10CM,10,TRUE
1571675,O23.2,Infections of urethra in pregnancy,ICD10CM,10,FALSE
1571675,O232,Infections of urethra in pregnancy,ICD10CM,10,TRUE
1571676,O23.3,Infections of other parts of urinary tract in pregnancy,ICD10CM,10,FALSE
1571676,O233,Infections of other parts of urinary tract in pregnancy,ICD10CM,10,TRUE
1571677,O23.4,Unspecified infection of urinary tract in pregnancy,ICD10CM,10,FALSE
1571677,O234,Unspecified infection of urinary tract in pregnancy,ICD10CM,10,TRUE
1571678,O23.5,Infections of the genital tract in pregnancy,ICD10CM,10,FALSE
1571678,O235,Infections of the genital tract in pregnancy,ICD10CM,10,TRUE
1571682,O23.9,Unspecified genitourinary tract infection in pregnancy,ICD10CM,10,FALSE
1571682,O239,Unspecified genitourinary tract infection in pregnancy,ICD10CM,10,TRUE
1571698,O25,"Malnutrition in pregnancy, childbirth and the puerperium",ICD10CM,10,FALSE
1571699,O26,Maternal care for other conditions predominantly related to pregnancy,ICD10CM,10,FALSE
1571700,O26.0,Excessive weight gain in pregnancy,ICD10CM,10,FALSE
1571700,O260,Excessive weight gain in pregnancy,ICD10CM,10,TRUE
1571701,O26.1,Low weight gain in pregnancy,ICD10CM,10,FALSE
1571701,O261,Low weight gain in pregnancy,ICD10CM,10,TRUE
1571702,O26.2,Pregnancy care for patient with recurrent pregnancy loss,ICD10CM,10,FALSE
1571702,O262,Pregnancy care for patient with recurrent pregnancy loss,ICD10CM,10,TRUE
1571703,O26.3,Retained intrauterine contraceptive device in pregnancy,ICD10CM,10,FALSE
1571703,O263,Retained intrauterine contraceptive device in pregnancy,ICD10CM,10,TRUE
1571704,O26.4,Herpes gestationis,ICD10CM,10,FALSE
1571704,O264,Herpes gestationis,ICD10CM,10,TRUE
1571705,O26.5,Maternal hypotension syndrome,ICD10CM,10,FALSE
1571705,O265,Maternal hypotension syndrome,ICD10CM,10,TRUE
1571706,O26.6,"Liver and biliary tract disorders in pregnancy, childbirth and the puerperium",ICD10CM,10,FALSE
1571706,O266,"Liver and biliary tract disorders in pregnancy, childbirth and the puerperium",ICD10CM,10,TRUE
1571708,O26.7,"Subluxation of symphysis (pubis) in pregnancy, childbirth and the puerperium",ICD10CM,10,FALSE
1571708,O267,"Subluxation of symphysis (pubis) in pregnancy, childbirth and the puerperium",ICD10CM,10,TRUE
1571710,O26.8,Other specified pregnancy related conditions,ICD10CM,10,FALSE
1571710,O268,Other specified pregnancy related conditions,ICD10CM,10,TRUE
1571718,O26.9,"Pregnancy related conditions, unspecified",ICD10CM,10,FALSE
1571718,O269,"Pregnancy related conditions, unspecified",ICD10CM,10,TRUE
1571719,O28,Abnormal findings on antenatal screening of mother,ICD10CM,10,FALSE
1571720,O29,Complications of anesthesia during pregnancy,ICD10CM,10,FALSE
1571721,O29.0,Pulmonary complications of anesthesia during pregnancy,ICD10CM,10,FALSE
1571721,O290,Pulmonary complications of anesthesia during pregnancy,ICD10CM,10,TRUE
1571725,O29.1,Cardiac complications of anesthesia during pregnancy,ICD10CM,10,FALSE
1571725,O291,Cardiac complications of anesthesia during pregnancy,ICD10CM,10,TRUE
1571729,O29.2,Central nervous system complications of anesthesia during pregnancy,ICD10CM,10,FALSE
1571729,O292,Central nervous system complications of anesthesia during pregnancy,ICD10CM,10,TRUE
1571732,O29.3,Toxic reaction to local anesthesia during pregnancy,ICD10CM,10,FALSE
1571732,O293,Toxic reaction to local anesthesia during pregnancy,ICD10CM,10,TRUE
1571733,O29.4,Spinal and epidural anesthesia induced headache during pregnancy,ICD10CM,10,FALSE
1571733,O294,Spinal and epidural anesthesia induced headache during pregnancy,ICD10CM,10,TRUE
1571734,O29.5,Other complications of spinal and epidural anesthesia during pregnancy,ICD10CM,10,FALSE
1571734,O295,Other complications of spinal and epidural anesthesia during pregnancy,ICD10CM,10,TRUE
1571736,O29.6,Failed or difficult intubation for anesthesia during pregnancy,ICD10CM,10,FALSE
1571736,O296,Failed or difficult intubation for anesthesia during pregnancy,ICD10CM,10,TRUE
1571737,O29.8,Other complications of anesthesia during pregnancy,ICD10CM,10,FALSE
1571737,O298,Other complications of anesthesia during pregnancy,ICD10CM,10,TRUE
1571739,O29.9,Unspecified complication of anesthesia during pregnancy,ICD10CM,10,FALSE
1571739,O299,Unspecified complication of anesthesia during pregnancy,ICD10CM,10,TRUE
1571740,O30,Multiple gestation,ICD10CM,10,FALSE
1571741,O30.0,Twin pregnancy,ICD10CM,10,FALSE
1571741,O300,Twin pregnancy,ICD10CM,10,TRUE
1571748,O30.1,Triplet pregnancy,ICD10CM,10,FALSE
1571748,O301,Triplet pregnancy,ICD10CM,10,TRUE
1571750,O30.2,Quadruplet pregnancy,ICD10CM,10,FALSE
1571750,O302,Quadruplet pregnancy,ICD10CM,10,TRUE
1571752,O30.8,Other specified multiple gestation,ICD10CM,10,FALSE
1571752,O308,Other specified multiple gestation,ICD10CM,10,TRUE
1571754,O30.9,"Multiple gestation, unspecified",ICD10CM,10,FALSE
1571754,O309,"Multiple gestation, unspecified",ICD10CM,10,TRUE
1571755,O31,Complications specific to multiple gestation,ICD10CM,10,FALSE
1571756,O31.0,Papyraceous fetus,ICD10CM,10,FALSE
1571756,O310,Papyraceous fetus,ICD10CM,10,TRUE
1571757,O31.1,Continuing pregnancy after spontaneous abortion of one fetus or more,ICD10CM,10,FALSE
1571757,O311,Continuing pregnancy after spontaneous abortion of one fetus or more,ICD10CM,10,TRUE
1571758,O31.2,Continuing pregnancy after intrauterine death of one fetus or more,ICD10CM,10,FALSE
1571758,O312,Continuing pregnancy after intrauterine death of one fetus or more,ICD10CM,10,TRUE
1571760,O31.8,Other complications specific to multiple gestation,ICD10CM,10,FALSE
1571760,O318,Other complications specific to multiple gestation,ICD10CM,10,TRUE
1571762,O32,Maternal care for malpresentation of fetus,ICD10CM,10,FALSE
1571763,O33,Maternal care for disproportion,ICD10CM,10,FALSE
1571764,O34,Maternal care for abnormality of pelvic organs,ICD10CM,10,FALSE
1571765,O34.0,Maternal care for congenital malformation of uterus,ICD10CM,10,FALSE
1571765,O340,Maternal care for congenital malformation of uterus,ICD10CM,10,TRUE
1571766,O34.1,Maternal care for benign tumor of corpus uteri,ICD10CM,10,FALSE
1571766,O341,Maternal care for benign tumor of corpus uteri,ICD10CM,10,TRUE
1571767,O34.2,Maternal care due to uterine scar from previous surgery,ICD10CM,10,FALSE
1571767,O342,Maternal care due to uterine scar from previous surgery,ICD10CM,10,TRUE
1571768,O34.3,Maternal care for cervical incompetence,ICD10CM,10,FALSE
1571768,O343,Maternal care for cervical incompetence,ICD10CM,10,TRUE
1571769,O34.4,Maternal care for other abnormalities of cervix,ICD10CM,10,FALSE
1571769,O344,Maternal care for other abnormalities of cervix,ICD10CM,10,TRUE
1571770,O34.5,Maternal care for other abnormalities of gravid uterus,ICD10CM,10,FALSE
1571770,O345,Maternal care for other abnormalities of gravid uterus,ICD10CM,10,TRUE
1571775,O34.6,Maternal care for abnormality of vagina,ICD10CM,10,FALSE
1571775,O346,Maternal care for abnormality of vagina,ICD10CM,10,TRUE
1571776,O34.7,Maternal care for abnormality of vulva and perineum,ICD10CM,10,FALSE
1571776,O347,Maternal care for abnormality of vulva and perineum,ICD10CM,10,TRUE
1571777,O34.8,Maternal care for other abnormalities of pelvic organs,ICD10CM,10,FALSE
1571777,O348,Maternal care for other abnormalities of pelvic organs,ICD10CM,10,TRUE
1571778,O34.9,"Maternal care for abnormality of pelvic organ, unspecified",ICD10CM,10,FALSE
1571778,O349,"Maternal care for abnormality of pelvic organ, unspecified",ICD10CM,10,TRUE
1571779,O35,Maternal care for known or suspected fetal abnormality and damage,ICD10CM,10,FALSE
1571780,O36,Maternal care for other fetal problems,ICD10CM,10,FALSE
1571781,O36.0,Maternal care for rhesus isoimmunization,ICD10CM,10,FALSE
1571781,O360,Maternal care for rhesus isoimmunization,ICD10CM,10,TRUE
1571784,O36.1,Maternal care for other isoimmunization,ICD10CM,10,FALSE
1571784,O361,Maternal care for other isoimmunization,ICD10CM,10,TRUE
1571787,O36.2,Maternal care for hydrops fetalis,ICD10CM,10,FALSE
1571787,O362,Maternal care for hydrops fetalis,ICD10CM,10,TRUE
1571788,O36.5,Maternal care for known or suspected poor fetal growth,ICD10CM,10,FALSE
1571788,O365,Maternal care for known or suspected poor fetal growth,ICD10CM,10,TRUE
1571791,O36.6,Maternal care for excessive fetal growth,ICD10CM,10,FALSE
1571791,O366,Maternal care for excessive fetal growth,ICD10CM,10,TRUE
1571792,O36.7,Maternal care for viable fetus in abdominal pregnancy,ICD10CM,10,FALSE
1571792,O367,Maternal care for viable fetus in abdominal pregnancy,ICD10CM,10,TRUE
1571793,O36.8,Maternal care for other specified fetal problems,ICD10CM,10,FALSE
1571793,O368,Maternal care for other specified fetal problems,ICD10CM,10,TRUE
1571797,O36.9,"Maternal care for fetal problem, unspecified",ICD10CM,10,FALSE
1571797,O369,"Maternal care for fetal problem, unspecified",ICD10CM,10,TRUE
1571798,O40,Polyhydramnios,ICD10CM,10,FALSE
1571799,O41,Other disorders of amniotic fluid and membranes,ICD10CM,10,FALSE
1571800,O41.0,Oligohydramnios,ICD10CM,10,FALSE
1571800,O410,Oligohydramnios,ICD10CM,10,TRUE
1571801,O41.1,Infection of amniotic sac and membranes,ICD10CM,10,FALSE
1571801,O411,Infection of amniotic sac and membranes,ICD10CM,10,TRUE
1571803,O41.8,Other specified disorders of amniotic fluid and membranes,ICD10CM,10,FALSE
1571803,O418,Other specified disorders of amniotic fluid and membranes,ICD10CM,10,TRUE
1571805,O41.9,"Disorder of amniotic fluid and membranes, unspecified",ICD10CM,10,FALSE
1571805,O419,"Disorder of amniotic fluid and membranes, unspecified",ICD10CM,10,TRUE
1571806,O42,Premature rupture of membranes,ICD10CM,10,FALSE
1571807,O42.0,"Premature rupture of membranes, onset of labor within 24 hours of rupture",ICD10CM,10,FALSE
1571807,O420,"Premature rupture of membranes, onset of labor within 24 hours of rupture",ICD10CM,10,TRUE
1571809,O42.1,"Premature rupture of membranes, onset of labor more than 24 hours following rupture",ICD10CM,10,FALSE
1571809,O421,"Premature rupture of membranes, onset of labor more than 24 hours following rupture",ICD10CM,10,TRUE
1571811,O42.9,"Premature rupture of membranes, unspecified as to length of time between rupture and onset of labor",ICD10CM,10,FALSE
1571811,O429,"Premature rupture of membranes, unspecified as to length of time between rupture and onset of labor",ICD10CM,10,TRUE
1571813,O43,Placental disorders,ICD10CM,10,FALSE
1571814,O43.0,Placental transfusion syndromes,ICD10CM,10,FALSE
1571814,O430,Placental transfusion syndromes,ICD10CM,10,TRUE
1571817,O43.1,Malformation of placenta,ICD10CM,10,FALSE
1571817,O431,Malformation of placenta,ICD10CM,10,TRUE
1571820,O43.2,Morbidly adherent placenta,ICD10CM,10,FALSE
1571820,O432,Morbidly adherent placenta,ICD10CM,10,TRUE
1571821,O43.8,Other placental disorders,ICD10CM,10,FALSE
1571821,O438,Other placental disorders,ICD10CM,10,TRUE
1571823,O43.9,Unspecified placental disorder,ICD10CM,10,FALSE
1571823,O439,Unspecified placental disorder,ICD10CM,10,TRUE
1571824,O44,Placenta previa,ICD10CM,10,FALSE
1571825,O44.0,Complete placenta previa NOS or without hemorrhage,ICD10CM,10,FALSE
1571825,O440,Complete placenta previa NOS or without hemorrhage,ICD10CM,10,TRUE
1571827,O45,Premature separation of placenta [abruptio placentae],ICD10CM,10,FALSE
1571833,O45.8,Other premature separation of placenta,ICD10CM,10,FALSE
1571833,O458,Other premature separation of placenta,ICD10CM,10,TRUE
1571835,O45.9,"Premature separation of placenta, unspecified",ICD10CM,10,FALSE
1571835,O459,"Premature separation of placenta, unspecified",ICD10CM,10,TRUE
1571836,O46,"Antepartum hemorrhage, not elsewhere classified",ICD10CM,10,FALSE
1571841,O46.8,Other antepartum hemorrhage,ICD10CM,10,FALSE
1571841,O468,Other antepartum hemorrhage,ICD10CM,10,TRUE
1571843,O46.9,"Antepartum hemorrhage, unspecified",ICD10CM,10,FALSE
1571843,O469,"Antepartum hemorrhage, unspecified",ICD10CM,10,TRUE
1571844,O47,False labor,ICD10CM,10,FALSE
1571845,O47.0,False labor before 37 completed weeks of gestation,ICD10CM,10,FALSE
1571845,O470,False labor before 37 completed weeks of gestation,ICD10CM,10,TRUE
1571846,O48,Late pregnancy,ICD10CM,10,FALSE
1571847,O60,Preterm labor,ICD10CM,10,FALSE
1571848,O60.0,Preterm labor without delivery,ICD10CM,10,FALSE
1571848,O600,Preterm labor without delivery,ICD10CM,10,TRUE
1571849,O60.1,Preterm labor with preterm delivery,ICD10CM,10,FALSE
1571849,O601,Preterm labor with preterm delivery,ICD10CM,10,TRUE
1571850,O60.2,Term delivery with preterm labor,ICD10CM,10,FALSE
1571850,O602,Term delivery with preterm labor,ICD10CM,10,TRUE
1571851,O61,Failed induction of labor,ICD10CM,10,FALSE
1571852,O62,Abnormalities of forces of labor,ICD10CM,10,FALSE
1571853,O63,Long labor,ICD10CM,10,FALSE
1571854,O64,Obstructed labor due to malposition and malpresentation of fetus,ICD10CM,10,FALSE
1571855,O65,Obstructed labor due to maternal pelvic abnormality,ICD10CM,10,FALSE
1571856,O66,Other obstructed labor,ICD10CM,10,FALSE
1571857,O66.4,Failed trial of labor,ICD10CM,10,FALSE
1571857,O664,Failed trial of labor,ICD10CM,10,TRUE
1571858,O67,"Labor and delivery complicated by intrapartum hemorrhage, not elsewhere classified",ICD10CM,10,FALSE
1571859,O69,Labor and delivery complicated by umbilical cord complications,ICD10CM,10,FALSE
1571860,O69.8,Labor and delivery complicated by other cord complications,ICD10CM,10,FALSE
1571860,O698,Labor and delivery complicated by other cord complications,ICD10CM,10,TRUE
1571861,O70,Perineal laceration during delivery,ICD10CM,10,FALSE
1571862,O71,Other obstetric trauma,ICD10CM,10,FALSE
1571864,O71.8,Other specified obstetric trauma,ICD10CM,10,FALSE
1571864,O718,Other specified obstetric trauma,ICD10CM,10,TRUE
1571866,O73,"Retained placenta and membranes, without hemorrhage",ICD10CM,10,FALSE
1571867,O74,Complications of anesthesia during labor and delivery,ICD10CM,10,FALSE
1571868,O75,"Other complications of labor and delivery, not elsewhere classified",ICD10CM,10,FALSE
1571869,O75.8,Other specified complications of labor and delivery,ICD10CM,10,FALSE
1571869,O758,Other specified complications of labor and delivery,ICD10CM,10,TRUE
1571871,O86,Other puerperal infections,ICD10CM,10,FALSE
1571873,O87,Venous complications and hemorrhoids in the puerperium,ICD10CM,10,FALSE
1571887,O90,"Complications of the puerperium, not elsewhere classified",ICD10CM,10,FALSE
1571888,O90.8,"Other complications of the puerperium, not elsewhere classified",ICD10CM,10,FALSE
1571888,O908,"Other complications of the puerperium, not elsewhere classified",ICD10CM,10,TRUE
1571889,O91,"Infections of breast associated with pregnancy, the puerperium and lactation",ICD10CM,10,FALSE
1571890,O91.0,"Infection of nipple associated with pregnancy, the puerperium and lactation",ICD10CM,10,FALSE
1571890,O910,"Infection of nipple associated with pregnancy, the puerperium and lactation",ICD10CM,10,TRUE
1571892,O91.1,"Abscess of breast associated with pregnancy, the puerperium and lactation",ICD10CM,10,FALSE
1571892,O911,"Abscess of breast associated with pregnancy, the puerperium and lactation",ICD10CM,10,TRUE
1571896,O92,Other disorders of breast and disorders of lactation associated with pregnancy and the puerperium,ICD10CM,10,FALSE
1571897,O92.0,"Retracted nipple associated with pregnancy, the puerperium, and lactation",ICD10CM,10,FALSE
1571897,O920,"Retracted nipple associated with pregnancy, the puerperium, and lactation",ICD10CM,10,TRUE
1571899,O92.1,"Cracked nipple associated with pregnancy, the puerperium, and lactation",ICD10CM,10,FALSE
1571899,O921,"Cracked nipple associated with pregnancy, the puerperium, and lactation",ICD10CM,10,TRUE
1571901,O92.2,Other and unspecified disorders of breast associated with pregnancy and the puerperium,ICD10CM,10,FALSE
1571901,O922,Other and unspecified disorders of breast associated with pregnancy and the puerperium,ICD10CM,10,TRUE
1571902,O92.7,Other and unspecified disorders of lactation,ICD10CM,10,FALSE
1571902,O927,Other and unspecified disorders of lactation,ICD10CM,10,TRUE
1571903,O98,"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",ICD10CM,10,FALSE
1571904,O98.0,"Tuberculosis complicating pregnancy, childbirth and the puerperium",ICD10CM,10,FALSE
1571904,O980,"Tuberculosis complicating pregnancy, childbirth and the puerperium",ICD10CM,10,TRUE
1571906,O98.1,"Syphilis complicating pregnancy, childbirth and the puerperium",ICD10CM,10,FALSE
1571906,O981,"Syphilis complicating pregnancy, childbirth and the puerperium",ICD10CM,10,TRUE
1571908,O98.2,"Gonorrhea complicating pregnancy, childbirth and the puerperium",ICD10CM,10,FALSE
1571908,O982,"Gonorrhea complicating pregnancy, childbirth and the puerperium",ICD10CM,10,TRUE
1571910,O98.3,"Other infections with a predominantly sexual mode of transmission complicating pregnancy, childbirth and the puerperium",ICD10CM,10,FALSE
1571910,O983,"Other infections with a predominantly sexual mode of transmission complicating pregnancy, childbirth and the puerperium",ICD10CM,10,TRUE
1571912,O98.4,"Viral hepatitis complicating pregnancy, childbirth and the puerperium",ICD10CM,10,FALSE
1571912,O984,"Viral hepatitis complicating pregnancy, childbirth and the puerperium",ICD10CM,10,TRUE
1571914,O98.5,"Other viral diseases complicating pregnancy, childbirth and the puerperium",ICD10CM,10,FALSE
1571914,O985,"Other viral diseases complicating pregnancy, childbirth and the puerperium",ICD10CM,10,TRUE
1571916,O98.6,"Protozoal diseases complicating pregnancy, childbirth and the puerperium",ICD10CM,10,FALSE
1571916,O986,"Protozoal diseases complicating pregnancy, childbirth and the puerperium",ICD10CM,10,TRUE
1571919,O98.8,"Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium",ICD10CM,10,FALSE
1571919,O988,"Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium",ICD10CM,10,TRUE
1571921,O98.9,"Unspecified maternal infectious and parasitic disease complicating pregnancy, childbirth and the puerperium",ICD10CM,10,FALSE
1571921,O989,"Unspecified maternal infectious and parasitic disease complicating pregnancy, childbirth and the puerperium",ICD10CM,10,TRUE
1571923,O99,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",ICD10CM,10,FALSE
1571924,O99.0,"Anemia complicating pregnancy, childbirth and the puerperium",ICD10CM,10,FALSE
1571924,O990,"Anemia complicating pregnancy, childbirth and the puerperium",ICD10CM,10,TRUE
1571926,O99.1,"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, childbirth and the puerperium",ICD10CM,10,FALSE
1571926,O991,"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, childbirth and the puerperium",ICD10CM,10,TRUE
1571928,O99.2,"Endocrine, nutritional and metabolic diseases complicating pregnancy, childbirth and the puerperium",ICD10CM,10,FALSE
