concept_id,concept_code,concept_name,vocabulary_id,pcornet_vocabulary_id,body_system,progressive,cc_decimal_removal
9712,M1A069,"Idiopathic chronic gout, unspecified knee",ICD10CM,10,metabolic,no,TRUE
9713,M1A.071,"Idiopathic chronic gout, right ankle and foot",ICD10CM,10,metabolic,no,FALSE
9713,M1A071,"Idiopathic chronic gout, right ankle and foot",ICD10CM,10,metabolic,no,TRUE
9714,M1A.072,"Idiopathic chronic gout, left ankle and foot",ICD10CM,10,metabolic,no,FALSE
9714,M1A072,"Idiopathic chronic gout, left ankle and foot",ICD10CM,10,metabolic,no,TRUE
9715,M1A.079,"Idiopathic chronic gout, unspecified ankle and foot",ICD10CM,10,metabolic,no,FALSE
9715,M1A079,"Idiopathic chronic gout, unspecified ankle and foot",ICD10CM,10,metabolic,no,TRUE
9716,M1A.08,"Idiopathic chronic gout, vertebrae",ICD10CM,10,metabolic,no,FALSE
9716,M1A08,"Idiopathic chronic gout, vertebrae",ICD10CM,10,metabolic,no,TRUE
9717,M1A.09,"Idiopathic chronic gout, multiple sites",ICD10CM,10,metabolic,no,FALSE
9717,M1A09,"Idiopathic chronic gout, multiple sites",ICD10CM,10,metabolic,no,TRUE
9766,M1A.30,"Chronic gout due to renal impairment, unspecified site",ICD10CM,10,metabolic,no,FALSE
9766,M1A30,"Chronic gout due to renal impairment, unspecified site",ICD10CM,10,metabolic,no,TRUE
9767,M1A.311,"Chronic gout due to renal impairment, right shoulder",ICD10CM,10,metabolic,no,FALSE
9767,M1A311,"Chronic gout due to renal impairment, right shoulder",ICD10CM,10,metabolic,no,TRUE
9768,M1A.312,"Chronic gout due to renal impairment, left shoulder",ICD10CM,10,metabolic,no,FALSE
9768,M1A312,"Chronic gout due to renal impairment, left shoulder",ICD10CM,10,metabolic,no,TRUE
9769,M1A.319,"Chronic gout due to renal impairment, unspecified shoulder",ICD10CM,10,metabolic,no,FALSE
9769,M1A319,"Chronic gout due to renal impairment, unspecified shoulder",ICD10CM,10,metabolic,no,TRUE
9770,M1A.321,"Chronic gout due to renal impairment, right elbow",ICD10CM,10,metabolic,no,FALSE
9770,M1A321,"Chronic gout due to renal impairment, right elbow",ICD10CM,10,metabolic,no,TRUE
9771,M1A.322,"Chronic gout due to renal impairment, left elbow",ICD10CM,10,metabolic,no,FALSE
9771,M1A322,"Chronic gout due to renal impairment, left elbow",ICD10CM,10,metabolic,no,TRUE
9772,M1A.329,"Chronic gout due to renal impairment, unspecified elbow",ICD10CM,10,metabolic,no,FALSE
9772,M1A329,"Chronic gout due to renal impairment, unspecified elbow",ICD10CM,10,metabolic,no,TRUE
9773,M1A.331,"Chronic gout due to renal impairment, right wrist",ICD10CM,10,metabolic,no,FALSE
9773,M1A331,"Chronic gout due to renal impairment, right wrist",ICD10CM,10,metabolic,no,TRUE
9774,M1A.332,"Chronic gout due to renal impairment, left wrist",ICD10CM,10,metabolic,no,FALSE
9774,M1A332,"Chronic gout due to renal impairment, left wrist",ICD10CM,10,metabolic,no,TRUE
9775,M1A.339,"Chronic gout due to renal impairment, unspecified wrist",ICD10CM,10,metabolic,no,FALSE
9775,M1A339,"Chronic gout due to renal impairment, unspecified wrist",ICD10CM,10,metabolic,no,TRUE
9776,M1A.341,"Chronic gout due to renal impairment, right hand",ICD10CM,10,metabolic,no,FALSE
9776,M1A341,"Chronic gout due to renal impairment, right hand",ICD10CM,10,metabolic,no,TRUE
9777,M1A.342,"Chronic gout due to renal impairment, left hand",ICD10CM,10,metabolic,no,FALSE
9777,M1A342,"Chronic gout due to renal impairment, left hand",ICD10CM,10,metabolic,no,TRUE
9778,M1A.349,"Chronic gout due to renal impairment, unspecified hand",ICD10CM,10,metabolic,no,FALSE
9778,M1A349,"Chronic gout due to renal impairment, unspecified hand",ICD10CM,10,metabolic,no,TRUE
9779,M1A.351,"Chronic gout due to renal impairment, right hip",ICD10CM,10,metabolic,no,FALSE
9779,M1A351,"Chronic gout due to renal impairment, right hip",ICD10CM,10,metabolic,no,TRUE
9780,M1A.352,"Chronic gout due to renal impairment, left hip",ICD10CM,10,metabolic,no,FALSE
9780,M1A352,"Chronic gout due to renal impairment, left hip",ICD10CM,10,metabolic,no,TRUE
9781,M1A.359,"Chronic gout due to renal impairment, unspecified hip",ICD10CM,10,metabolic,no,FALSE
9781,M1A359,"Chronic gout due to renal impairment, unspecified hip",ICD10CM,10,metabolic,no,TRUE
9782,M1A.361,"Chronic gout due to renal impairment, right knee",ICD10CM,10,metabolic,no,FALSE
9782,M1A361,"Chronic gout due to renal impairment, right knee",ICD10CM,10,metabolic,no,TRUE
9783,M1A.362,"Chronic gout due to renal impairment, left knee",ICD10CM,10,metabolic,no,FALSE
9783,M1A362,"Chronic gout due to renal impairment, left knee",ICD10CM,10,metabolic,no,TRUE
9784,M1A.369,"Chronic gout due to renal impairment, unspecified knee",ICD10CM,10,metabolic,no,FALSE
9784,M1A369,"Chronic gout due to renal impairment, unspecified knee",ICD10CM,10,metabolic,no,TRUE
9785,M1A.371,"Chronic gout due to renal impairment, right ankle and foot",ICD10CM,10,metabolic,no,FALSE
9785,M1A371,"Chronic gout due to renal impairment, right ankle and foot",ICD10CM,10,metabolic,no,TRUE
9786,M1A.372,"Chronic gout due to renal impairment, left ankle and foot",ICD10CM,10,metabolic,no,FALSE
9786,M1A372,"Chronic gout due to renal impairment, left ankle and foot",ICD10CM,10,metabolic,no,TRUE
9787,M1A.379,"Chronic gout due to renal impairment, unspecified ankle and foot",ICD10CM,10,metabolic,no,FALSE
9787,M1A379,"Chronic gout due to renal impairment, unspecified ankle and foot",ICD10CM,10,metabolic,no,TRUE
9788,M1A.38,"Chronic gout due to renal impairment, vertebrae",ICD10CM,10,metabolic,no,FALSE
9788,M1A38,"Chronic gout due to renal impairment, vertebrae",ICD10CM,10,metabolic,no,TRUE
9789,M1A.39,"Chronic gout due to renal impairment, multiple sites",ICD10CM,10,metabolic,no,FALSE
9789,M1A39,"Chronic gout due to renal impairment, multiple sites",ICD10CM,10,metabolic,no,TRUE
9790,M1A.40,"Other secondary chronic gout, unspecified site",ICD10CM,10,metabolic,no,FALSE
9790,M1A40,"Other secondary chronic gout, unspecified site",ICD10CM,10,metabolic,no,TRUE
9791,M1A.411,"Other secondary chronic gout, right shoulder",ICD10CM,10,metabolic,no,FALSE
9791,M1A411,"Other secondary chronic gout, right shoulder",ICD10CM,10,metabolic,no,TRUE
9792,M1A.412,"Other secondary chronic gout, left shoulder",ICD10CM,10,metabolic,no,FALSE
9792,M1A412,"Other secondary chronic gout, left shoulder",ICD10CM,10,metabolic,no,TRUE
9793,M1A.419,"Other secondary chronic gout, unspecified shoulder",ICD10CM,10,metabolic,no,FALSE
9793,M1A419,"Other secondary chronic gout, unspecified shoulder",ICD10CM,10,metabolic,no,TRUE
9794,M1A.421,"Other secondary chronic gout, right elbow",ICD10CM,10,metabolic,no,FALSE
9794,M1A421,"Other secondary chronic gout, right elbow",ICD10CM,10,metabolic,no,TRUE
9795,M1A.422,"Other secondary chronic gout, left elbow",ICD10CM,10,metabolic,no,FALSE
9795,M1A422,"Other secondary chronic gout, left elbow",ICD10CM,10,metabolic,no,TRUE
9796,M1A.429,"Other secondary chronic gout, unspecified elbow",ICD10CM,10,metabolic,no,FALSE
9796,M1A429,"Other secondary chronic gout, unspecified elbow",ICD10CM,10,metabolic,no,TRUE
9797,M1A.431,"Other secondary chronic gout, right wrist",ICD10CM,10,metabolic,no,FALSE
9797,M1A431,"Other secondary chronic gout, right wrist",ICD10CM,10,metabolic,no,TRUE
9798,M1A.432,"Other secondary chronic gout, left wrist",ICD10CM,10,metabolic,no,FALSE
9798,M1A432,"Other secondary chronic gout, left wrist",ICD10CM,10,metabolic,no,TRUE
9799,M1A.439,"Other secondary chronic gout, unspecified wrist",ICD10CM,10,metabolic,no,FALSE
9799,M1A439,"Other secondary chronic gout, unspecified wrist",ICD10CM,10,metabolic,no,TRUE
9800,M1A.441,"Other secondary chronic gout, right hand",ICD10CM,10,metabolic,no,FALSE
9800,M1A441,"Other secondary chronic gout, right hand",ICD10CM,10,metabolic,no,TRUE
9801,M1A.442,"Other secondary chronic gout, left hand",ICD10CM,10,metabolic,no,FALSE
9801,M1A442,"Other secondary chronic gout, left hand",ICD10CM,10,metabolic,no,TRUE
9802,M1A.449,"Other secondary chronic gout, unspecified hand",ICD10CM,10,metabolic,no,FALSE
9802,M1A449,"Other secondary chronic gout, unspecified hand",ICD10CM,10,metabolic,no,TRUE
9803,M1A.451,"Other secondary chronic gout, right hip",ICD10CM,10,metabolic,no,FALSE
9803,M1A451,"Other secondary chronic gout, right hip",ICD10CM,10,metabolic,no,TRUE
9804,M1A.452,"Other secondary chronic gout, left hip",ICD10CM,10,metabolic,no,FALSE
9804,M1A452,"Other secondary chronic gout, left hip",ICD10CM,10,metabolic,no,TRUE
9805,M1A.459,"Other secondary chronic gout, unspecified hip",ICD10CM,10,metabolic,no,FALSE
9805,M1A459,"Other secondary chronic gout, unspecified hip",ICD10CM,10,metabolic,no,TRUE
9806,M1A.461,"Other secondary chronic gout, right knee",ICD10CM,10,metabolic,no,FALSE
9806,M1A461,"Other secondary chronic gout, right knee",ICD10CM,10,metabolic,no,TRUE
9807,M1A.462,"Other secondary chronic gout, left knee",ICD10CM,10,metabolic,no,FALSE
9807,M1A462,"Other secondary chronic gout, left knee",ICD10CM,10,metabolic,no,TRUE
9808,M1A.469,"Other secondary chronic gout, unspecified knee",ICD10CM,10,metabolic,no,FALSE
9808,M1A469,"Other secondary chronic gout, unspecified knee",ICD10CM,10,metabolic,no,TRUE
9809,M1A.471,"Other secondary chronic gout, right ankle and foot",ICD10CM,10,metabolic,no,FALSE
9809,M1A471,"Other secondary chronic gout, right ankle and foot",ICD10CM,10,metabolic,no,TRUE
9810,M1A.472,"Other secondary chronic gout, left ankle and foot",ICD10CM,10,metabolic,no,FALSE
9810,M1A472,"Other secondary chronic gout, left ankle and foot",ICD10CM,10,metabolic,no,TRUE
9811,M1A.479,"Other secondary chronic gout, unspecified ankle and foot",ICD10CM,10,metabolic,no,FALSE
9811,M1A479,"Other secondary chronic gout, unspecified ankle and foot",ICD10CM,10,metabolic,no,TRUE
9812,M1A.48,"Other secondary chronic gout, vertebrae",ICD10CM,10,metabolic,no,FALSE
9812,M1A48,"Other secondary chronic gout, vertebrae",ICD10CM,10,metabolic,no,TRUE
9813,M1A.49,"Other secondary chronic gout, multiple sites",ICD10CM,10,metabolic,no,FALSE
9813,M1A49,"Other secondary chronic gout, multiple sites",ICD10CM,10,metabolic,no,TRUE
9814,M1A.9,"Chronic gout, unspecified",ICD10CM,10,metabolic,no,FALSE
9814,M1A9,"Chronic gout, unspecified",ICD10CM,10,metabolic,no,TRUE
10854,S14.101,Unspecified injury at C1 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10854,S14101,Unspecified injury at C1 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10855,S14.102,Unspecified injury at C2 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10855,S14102,Unspecified injury at C2 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10856,S14.103,Unspecified injury at C3 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10856,S14103,Unspecified injury at C3 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10857,S14.104,Unspecified injury at C4 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10857,S14104,Unspecified injury at C4 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10858,S14.105,Unspecified injury at C5 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10858,S14105,Unspecified injury at C5 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10859,S14.106,Unspecified injury at C6 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10859,S14106,Unspecified injury at C6 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10860,S14.107,Unspecified injury at C7 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10860,S14107,Unspecified injury at C7 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10861,S14.108,Unspecified injury at C8 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10861,S14108,Unspecified injury at C8 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10862,S14.109,Unspecified injury at unspecified level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10862,S14109,Unspecified injury at unspecified level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10863,S14.111,Complete lesion at C1 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10863,S14111,Complete lesion at C1 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10864,S14.112,Complete lesion at C2 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10864,S14112,Complete lesion at C2 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10865,S14.113,Complete lesion at C3 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10865,S14113,Complete lesion at C3 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10866,S14.114,Complete lesion at C4 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10866,S14114,Complete lesion at C4 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10867,S14.115,Complete lesion at C5 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10867,S14115,Complete lesion at C5 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10868,S14.116,Complete lesion at C6 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10868,S14116,Complete lesion at C6 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10869,S14.117,Complete lesion at C7 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10869,S14117,Complete lesion at C7 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10870,S14.118,Complete lesion at C8 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10870,S14118,Complete lesion at C8 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10871,S14.119,Complete lesion at unspecified level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10871,S14119,Complete lesion at unspecified level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10872,S14.121,Central cord syndrome at C1 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10872,S14121,Central cord syndrome at C1 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10873,S14.122,Central cord syndrome at C2 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10873,S14122,Central cord syndrome at C2 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10874,S14.123,Central cord syndrome at C3 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10874,S14123,Central cord syndrome at C3 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10875,S14.124,Central cord syndrome at C4 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10875,S14124,Central cord syndrome at C4 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10876,S14.125,Central cord syndrome at C5 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10876,S14125,Central cord syndrome at C5 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10877,S14.126,Central cord syndrome at C6 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10877,S14126,Central cord syndrome at C6 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10878,S14.127,Central cord syndrome at C7 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10878,S14127,Central cord syndrome at C7 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10879,S14.128,Central cord syndrome at C8 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10879,S14128,Central cord syndrome at C8 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10880,S14.129,Central cord syndrome at unspecified level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10880,S14129,Central cord syndrome at unspecified level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10881,S14.131,Anterior cord syndrome at C1 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10881,S14131,Anterior cord syndrome at C1 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10882,S14.132,Anterior cord syndrome at C2 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10882,S14132,Anterior cord syndrome at C2 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10883,S14.133,Anterior cord syndrome at C3 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10883,S14133,Anterior cord syndrome at C3 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10884,S14.134,Anterior cord syndrome at C4 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10884,S14134,Anterior cord syndrome at C4 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10885,S14.135,Anterior cord syndrome at C5 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10885,S14135,Anterior cord syndrome at C5 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10886,S14.136,Anterior cord syndrome at C6 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10886,S14136,Anterior cord syndrome at C6 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10887,S14.137,Anterior cord syndrome at C7 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10887,S14137,Anterior cord syndrome at C7 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10888,S14.138,Anterior cord syndrome at C8 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10888,S14138,Anterior cord syndrome at C8 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10889,S14.139,Anterior cord syndrome at unspecified level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10889,S14139,Anterior cord syndrome at unspecified level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10899,S14.151,Other incomplete lesion at C1 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10899,S14151,Other incomplete lesion at C1 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10900,S14.152,Other incomplete lesion at C2 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10900,S14152,Other incomplete lesion at C2 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10901,S14.153,Other incomplete lesion at C3 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10901,S14153,Other incomplete lesion at C3 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10902,S14.154,Other incomplete lesion at C4 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10902,S14154,Other incomplete lesion at C4 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10903,S14.155,Other incomplete lesion at C5 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10903,S14155,Other incomplete lesion at C5 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10904,S14.156,Other incomplete lesion at C6 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10904,S14156,Other incomplete lesion at C6 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10905,S14.157,Other incomplete lesion at C7 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10905,S14157,Other incomplete lesion at C7 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10906,S14.158,Other incomplete lesion at C8 level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10906,S14158,Other incomplete lesion at C8 level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
10907,S14.159,Other incomplete lesion at unspecified level of cervical spinal cord,ICD10CM,10,neurological,yes,FALSE
10907,S14159,Other incomplete lesion at unspecified level of cervical spinal cord,ICD10CM,10,neurological,yes,TRUE
11251,S24.101,Unspecified injury at T1 level of thoracic spinal cord,ICD10CM,10,neurological,yes,FALSE
11251,S24101,Unspecified injury at T1 level of thoracic spinal cord,ICD10CM,10,neurological,yes,TRUE
11252,S24.102,Unspecified injury at T2-T6 level of thoracic spinal cord,ICD10CM,10,neurological,yes,FALSE
11252,S24102,Unspecified injury at T2-T6 level of thoracic spinal cord,ICD10CM,10,neurological,yes,TRUE
11253,S24.103,Unspecified injury at T7-T10 level of thoracic spinal cord,ICD10CM,10,neurological,yes,FALSE
11253,S24103,Unspecified injury at T7-T10 level of thoracic spinal cord,ICD10CM,10,neurological,yes,TRUE
11254,S24.104,Unspecified injury at T11-T12 level of thoracic spinal cord,ICD10CM,10,neurological,yes,FALSE
11254,S24104,Unspecified injury at T11-T12 level of thoracic spinal cord,ICD10CM,10,neurological,yes,TRUE
11255,S24.109,Unspecified injury at unspecified level of thoracic spinal cord,ICD10CM,10,neurological,yes,FALSE
11255,S24109,Unspecified injury at unspecified level of thoracic spinal cord,ICD10CM,10,neurological,yes,TRUE
11256,S24.111,Complete lesion at T1 level of thoracic spinal cord,ICD10CM,10,neurological,yes,FALSE
11256,S24111,Complete lesion at T1 level of thoracic spinal cord,ICD10CM,10,neurological,yes,TRUE
11257,S24.112,Complete lesion at T2-T6 level of thoracic spinal cord,ICD10CM,10,neurological,yes,FALSE
11257,S24112,Complete lesion at T2-T6 level of thoracic spinal cord,ICD10CM,10,neurological,yes,TRUE
11258,S24.113,Complete lesion at T7-T10 level of thoracic spinal cord,ICD10CM,10,neurological,yes,FALSE
11258,S24113,Complete lesion at T7-T10 level of thoracic spinal cord,ICD10CM,10,neurological,yes,TRUE
11259,S24.114,Complete lesion at T11-T12 level of thoracic spinal cord,ICD10CM,10,neurological,yes,FALSE
11259,S24114,Complete lesion at T11-T12 level of thoracic spinal cord,ICD10CM,10,neurological,yes,TRUE
11260,S24.119,Complete lesion at unspecified level of thoracic spinal cord,ICD10CM,10,neurological,yes,FALSE
11260,S24119,Complete lesion at unspecified level of thoracic spinal cord,ICD10CM,10,neurological,yes,TRUE
11261,S24.131,Anterior cord syndrome at T1 level of thoracic spinal cord,ICD10CM,10,neurological,yes,FALSE
11261,S24131,Anterior cord syndrome at T1 level of thoracic spinal cord,ICD10CM,10,neurological,yes,TRUE
11262,S24.132,Anterior cord syndrome at T2-T6 level of thoracic spinal cord,ICD10CM,10,neurological,yes,FALSE
11262,S24132,Anterior cord syndrome at T2-T6 level of thoracic spinal cord,ICD10CM,10,neurological,yes,TRUE
11263,S24.133,Anterior cord syndrome at T7-T10 level of thoracic spinal cord,ICD10CM,10,neurological,yes,FALSE
11263,S24133,Anterior cord syndrome at T7-T10 level of thoracic spinal cord,ICD10CM,10,neurological,yes,TRUE
11264,S24.134,Anterior cord syndrome at T11-T12 level of thoracic spinal cord,ICD10CM,10,neurological,yes,FALSE
11264,S24134,Anterior cord syndrome at T11-T12 level of thoracic spinal cord,ICD10CM,10,neurological,yes,TRUE
11265,S24.139,Anterior cord syndrome at unspecified level of thoracic spinal cord,ICD10CM,10,neurological,yes,FALSE
11265,S24139,Anterior cord syndrome at unspecified level of thoracic spinal cord,ICD10CM,10,neurological,yes,TRUE
11271,S24.151,Other incomplete lesion at T1 level of thoracic spinal cord,ICD10CM,10,neurological,yes,FALSE
11271,S24151,Other incomplete lesion at T1 level of thoracic spinal cord,ICD10CM,10,neurological,yes,TRUE
11272,S24.152,Other incomplete lesion at T2-T6 level of thoracic spinal cord,ICD10CM,10,neurological,yes,FALSE
11272,S24152,Other incomplete lesion at T2-T6 level of thoracic spinal cord,ICD10CM,10,neurological,yes,TRUE
11273,S24.153,Other incomplete lesion at T7-T10 level of thoracic spinal cord,ICD10CM,10,neurological,yes,FALSE
11273,S24153,Other incomplete lesion at T7-T10 level of thoracic spinal cord,ICD10CM,10,neurological,yes,TRUE
11274,S24.154,Other incomplete lesion at T11-T12 level of thoracic spinal cord,ICD10CM,10,neurological,yes,FALSE
11274,S24154,Other incomplete lesion at T11-T12 level of thoracic spinal cord,ICD10CM,10,neurological,yes,TRUE
